Level	Date and Time	User	Category	Description	
Information	10/07/2013 16:51:11	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59576 logoff.	
Information	10/07/2013 16:51:11	administrator	System	Data Forwarding: 172.18.14.53:59576 is disconnected.	
Information	10/07/2013 16:51:01	administrator	System	Data Forwarding: 172.18.14.53:57759 is connected.	
Information	10/07/2013 16:51:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57759 failed to pass authorization.	
Information	10/07/2013 16:51:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57759 logoff.	
Information	10/07/2013 16:51:01	administrator	System	Data Forwarding: 172.18.14.53:57759 is disconnected.	
Information	10/07/2013 16:50:51	administrator	System	Data Forwarding: 172.18.14.53:55984 is connected.	
Information	10/07/2013 16:50:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55984 failed to pass authorization.	
Information	10/07/2013 16:50:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55984 logoff.	
Information	10/07/2013 16:50:51	administrator	System	Data Forwarding: 172.18.14.53:55984 is disconnected.	
Information	10/07/2013 16:50:41	administrator	System	Data Forwarding: 172.18.14.53:54184 is connected.	
Information	10/07/2013 16:50:41	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:54184 failed to pass authorization.	
Information	10/07/2013 16:50:41	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:54184 logoff.	
Information	10/07/2013 16:50:41	administrator	System	Data Forwarding: 172.18.14.53:54184 is disconnected.	
Information	10/07/2013 16:50:31	administrator	System	Data Forwarding: 172.18.14.53:52289 is connected.	
Information	10/07/2013 16:50:31	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:52289 failed to pass authorization.	
Information	10/07/2013 16:50:31	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:52289 logoff.	
Information	10/07/2013 16:50:31	administrator	System	Data Forwarding: 172.18.14.53:52289 is disconnected.	
Information	10/07/2013 16:50:21	administrator	System	Data Forwarding: 172.18.14.53:50420 is connected.	
Information	10/07/2013 16:50:21	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:50420 failed to pass authorization.	
Information	10/07/2013 16:50:21	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:50420 logoff.	
Information	10/07/2013 16:50:21	administrator	System	Data Forwarding: 172.18.14.53:50420 is disconnected.	
Information	10/07/2013 16:50:11	administrator	System	Data Forwarding: 172.18.14.53:64971 is connected.	
Information	10/07/2013 16:50:11	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:64971 failed to pass authorization.	
Information	10/07/2013 16:50:11	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:64971 logoff.	
Information	10/07/2013 16:50:11	administrator	System	Data Forwarding: 172.18.14.53:64971 is disconnected.	
Information	10/07/2013 16:50:01	administrator	System	Data Forwarding: 172.18.14.53:63146 is connected.	
Information	10/07/2013 16:50:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63146 failed to pass authorization.	
Information	10/07/2013 16:50:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63146 logoff.	
Information	10/07/2013 16:50:01	administrator	System	Data Forwarding: 172.18.14.53:63146 is disconnected.	
Information	10/07/2013 16:49:51	administrator	System	Data Forwarding: 172.18.14.53:61169 is connected.	
Information	10/07/2013 16:49:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61169 failed to pass authorization.	
Information	10/07/2013 16:49:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61169 logoff.	
Information	10/07/2013 16:49:51	administrator	System	Data Forwarding: 172.18.14.53:61169 is disconnected.	
Information	10/07/2013 16:49:41	administrator	System	Data Forwarding: 172.18.14.53:59205 is connected.	
Information	10/07/2013 16:49:41	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59205 failed to pass authorization.	
Information	10/07/2013 16:49:41	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59205 logoff.	
Information	10/07/2013 16:49:41	administrator	System	Data Forwarding: 172.18.14.53:59205 is disconnected.	
Information	10/07/2013 16:49:31	administrator	System	Data Forwarding: 172.18.14.53:57282 is connected.	
Information	10/07/2013 16:49:31	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57282 failed to pass authorization.	
Information	10/07/2013 16:49:31	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57282 logoff.	
Information	10/07/2013 16:49:31	administrator	System	Data Forwarding: 172.18.14.53:57282 is disconnected.	
Information	10/07/2013 16:49:21	administrator	System	Data Forwarding: 172.18.14.53:55195 is connected.	
Information	10/07/2013 16:49:21	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55195 failed to pass authorization.	
Information	10/07/2013 16:49:21	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55195 logoff.	
Information	10/07/2013 16:49:21	administrator	System	Data Forwarding: 172.18.14.53:55195 is disconnected.	
Information	10/07/2013 16:49:11	administrator	System	Data Forwarding: 172.18.14.53:53338 is connected.	
Information	10/07/2013 16:49:11	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:53338 failed to pass authorization.	
Information	10/07/2013 16:49:11	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:53338 logoff.	
Information	10/07/2013 16:49:11	administrator	System	Data Forwarding: 172.18.14.53:53338 is disconnected.	
Information	10/07/2013 16:49:01	administrator	System	Data Forwarding: 172.18.14.53:51375 is connected.	
Information	10/07/2013 16:49:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:51375 failed to pass authorization.	
Information	10/07/2013 16:49:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:51375 logoff.	
Information	10/07/2013 16:49:01	administrator	System	Data Forwarding: 172.18.14.53:51375 is disconnected.	
Information	10/07/2013 16:48:51	administrator	System	Data Forwarding: 172.18.14.53:49365 is connected.	
Information	10/07/2013 16:48:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:49365 failed to pass authorization.	
Information	10/07/2013 16:48:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:49365 logoff.	
Information	10/07/2013 16:48:51	administrator	System	Data Forwarding: 172.18.14.53:49365 is disconnected.	
Information	10/07/2013 16:48:41	administrator	System	Data Forwarding: 172.18.14.53:63711 is connected.	
Information	10/07/2013 16:48:41	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63711 failed to pass authorization.	
Information	10/07/2013 16:48:41	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63711 logoff.	
Information	10/07/2013 16:48:41	administrator	System	Data Forwarding: 172.18.14.53:63711 is disconnected.	
Information	10/07/2013 16:48:31	administrator	System	Data Forwarding: 172.18.14.53:61745 is connected.	
Information	10/07/2013 16:48:31	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61745 failed to pass authorization.	
Information	10/07/2013 16:48:31	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61745 logoff.	
Information	10/07/2013 16:48:31	administrator	System	Data Forwarding: 172.18.14.53:61745 is disconnected.	
Information	10/07/2013 16:48:21	administrator	System	Data Forwarding: 172.18.14.53:59768 is connected.	
Information	10/07/2013 16:48:21	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59768 failed to pass authorization.	
Information	10/07/2013 16:48:21	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59768 logoff.	
Information	10/07/2013 16:48:21	administrator	System	Data Forwarding: 172.18.14.53:59768 is disconnected.	
Information	10/07/2013 16:48:11	administrator	System	Data Forwarding: 172.18.14.53:57705 is connected.	
Information	10/07/2013 16:48:11	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57705 failed to pass authorization.	
Information	10/07/2013 16:48:11	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57705 logoff.	
Information	10/07/2013 16:48:11	administrator	System	Data Forwarding: 172.18.14.53:57705 is disconnected.	
Information	10/07/2013 16:48:01	administrator	System	Data Forwarding: 172.18.14.53:55681 is connected.	
Information	10/07/2013 16:48:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55681 failed to pass authorization.	
Information	10/07/2013 16:48:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55681 logoff.	
Information	10/07/2013 16:48:01	administrator	System	Data Forwarding: 172.18.14.53:55681 is disconnected.	
Information	10/07/2013 16:47:51	administrator	System	Data Forwarding: 172.18.14.53:53605 is connected.	
Information	10/07/2013 16:47:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:53605 failed to pass authorization.	
Information	10/07/2013 16:47:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:53605 logoff.	
Information	10/07/2013 16:47:51	administrator	System	Data Forwarding: 172.18.14.53:53605 is disconnected.	
Information	10/07/2013 16:47:41	administrator	System	Data Forwarding: 172.18.14.53:51596 is connected.	
Information	10/07/2013 16:47:41	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:51596 failed to pass authorization.	
Information	10/07/2013 16:47:41	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:51596 logoff.	
Information	10/07/2013 16:47:41	administrator	System	Data Forwarding: 172.18.14.53:51596 is disconnected.	
Information	10/07/2013 16:47:31	administrator	System	Data Forwarding: 172.18.14.53:49573 is connected.	
Information	10/07/2013 16:47:31	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:49573 failed to pass authorization.	
Information	10/07/2013 16:47:31	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:49573 logoff.	
Information	10/07/2013 16:47:31	administrator	System	Data Forwarding: 172.18.14.53:49573 is disconnected.	
Information	10/07/2013 16:47:21	administrator	System	Data Forwarding: 172.18.14.53:63878 is connected.	
Information	10/07/2013 16:47:21	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63878 failed to pass authorization.	
Information	10/07/2013 16:47:21	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:63878 logoff.	
Information	10/07/2013 16:47:21	administrator	System	Data Forwarding: 172.18.14.53:63878 is disconnected.	
Information	10/07/2013 16:47:11	administrator	System	Data Forwarding: 172.18.14.53:61850 is connected.	
Information	10/07/2013 16:47:11	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61850 failed to pass authorization.	
Information	10/07/2013 16:47:11	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:61850 logoff.	
Information	10/07/2013 16:47:11	administrator	System	Data Forwarding: 172.18.14.53:61850 is disconnected.	
Information	10/07/2013 16:47:01	administrator	System	Data Forwarding: 172.18.14.53:59764 is connected.	
Information	10/07/2013 16:47:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59764 failed to pass authorization.	
Information	10/07/2013 16:47:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:59764 logoff.	
Information	10/07/2013 16:47:01	administrator	System	Data Forwarding: 172.18.14.53:59764 is disconnected.	
Information	10/07/2013 16:46:51	administrator	System	Data Forwarding: 172.18.14.53:57796 is connected.	
Information	10/07/2013 16:46:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57796 failed to pass authorization.	
Information	10/07/2013 16:46:51	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:57796 logoff.	
Information	10/07/2013 16:46:51	administrator	System	Data Forwarding: 172.18.14.53:57796 is disconnected.	
Information	10/07/2013 16:46:41	administrator	System	Data Forwarding: 172.18.14.53:55686 is connected.	
Information	10/07/2013 16:46:41	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55686 failed to pass authorization.	
Information	10/07/2013 16:46:41	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:55686 logoff.	
Information	10/07/2013 16:46:41	administrator	System	Data Forwarding: 172.18.14.53:55686 is disconnected.	
Information	10/07/2013 16:46:31	administrator	System	Data Forwarding: 172.18.14.53:53671 is connected.	
Information	10/07/2013 16:46:31	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:53671 failed to pass authorization.	
Information	10/07/2013 16:46:31	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:53671 logoff.	
Information	10/07/2013 16:46:31	administrator	System	Data Forwarding: 172.18.14.53:53671 is disconnected.	
Information	10/07/2013 16:46:21	administrator	System	Data Forwarding: 172.18.14.53:51697 is connected.	
Information	10/07/2013 16:46:21	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-test-PC at IP address 172.18.14.53:51697 failed to pass authorization.	
